"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"1","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🍈🍈 #เมล่อนอินทรีย์ เริ่มโตแล้วจ้า ขอเวลาอีกประมาณ 2 สัปดาห์้เท่านั้น ก็จะเริ่มได้ชิม #เมล่อนสายพันธุ์ญี่ปุ่นแท้ จาก #ไร่รักออร์แกนิค กันแล้วน่ะค่ะ 🍄🍄","2019-04-12T14:04:13+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/360104654601342/?type=3","191874941424315_360109924600815",NA,35,4,1
"2","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","💝💝 วันนี้ #ไร่รักออร์แกนิค ได้รับเกียรติจากคณะ one day trip in KKC (#วันเดียวเที่ยวขอนแก่น) ที่นำโดย คุณสิริพร จังตระกูล ภริยาท่านผู้ว่าราชการจังหวัดขอนแก่น และอาจารย์ไพรวัลย์ จากรร.กัลยาณวัตร  ที่ได้พาคณะผู้สนใจการท่องเที่ยวเชิงเกษตรมาเยี่ยมชมไร่รักออร์แกนิคและอุดหนุนผลผลิตจากไร่ค่ะ🎊🎊

💝💝 ไร่รักออร์แกนิคต้องขอขอบพระคุณทุกท่านด้วยน่ะค่ะ ที่เลือกไร่รักออร์แกนิคให้เป็นหนึ่งใน trip ทางการเกษตร ที่ทำให้คนขอนแก่นได้รู้จัก ซึ่งเป็นกำลังใจที่สำคัญที่ทำให้เรามีความมุ่งมั่นต่อไปที่จะพัฒนาการเกษตรของไทยให้มีความก้าวหน้าและส่งเสริมการทำเกษตรอินทรีย์ให้มีจำนวนเพิ่มขึ้น เพื่อสุขภาพที่ดีของคนไทยทุกคนน่ะค่ะ 🙏🙏

🤟🤟 ดีใจมากจริงๆเลยที่หลายท่านชื่นชอบ #น้ำผักเคลปั่นกับมะม่วงและสับปะรด ขอให้มีสุขภาพดีกันทุกคนเลยน่ะค่ะ 😄😄","2019-04-08T15:09:47+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/358354178109723/?type=3","191874941424315_358360498109091",NA,28,4,1
"3","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🌐รับสมัครคนปลูกเมล่อนอินทรีย์🌐

ไร่รักออร์แกนิคกำลังเปิดรับสมัครเกษตรกรที่สนใจปลูกเมล่อนอินทรีย์ 100% เพื่อจำหน่ายให้กับไร่รักออร์แกนิค

ข้อเสนอ/เงื่อนไข
✔️ สอนและให้คำแนะนำการปลูกทุกขั้นตอน 
✔️ ปลูกที่ไร่รักออร์แกนิค บ้านโนนแต้ ต.สำราญ อ.เมือง จ. ขอนแก่น
✔️ ไม่มีค่าใช้จ่ายใดๆ ทั้งสิ้น
✔️ รายได้ดีโดยผลผลิตที่ได้จะรับซื้อโดยไร่รักออร์แกนิค 100%
✔️ ต้องเป็นผู้ที่มีใจรักการเกษตรอินทรีย์จริงๆ
✔️ สามารถเดินและทำงานที่ไร่ได้ทุกวันหรืออย่างน้อย 6 วันต่อสัปดาห์ ตลอดอายุการปลูก (ประมาณ 3 เดือน)
 ✔️ ผู้ที่มีประสบการณ์ปลูกพืชตระกูลแตง จะพิจารณาพิเศษ

การสมัคร
✔️ ข้อมูลส่วนตัว: ชื่อ-ที่อยู่ อายุ เพศ เบอร์โทร
✔️ ข้อมูลประสบการณ์: มีประสบการณ์การทำเกษตรอย่างไรมาบ้าง

การคัดเลือก
✔️ พิจารณาจากข้อมูล
✔️ นัดพูดคุยและดูสถานที่จริง/แปลงเมล่อน

☎️ ส่งข้อมูลมาทาง inbox หรือ โทร 098-848-6988

🌐รับจำนวนจำกัด

🔀🔀🔀🔀🔀🔀🔀🔀","2019-04-07T04:21:27+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/357716228173518/?type=3","191874941424315_357716444840163",NA,24,0,4
"4","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🍐🍐#ฟักบัตเตอร์นัท เริ่มทยอยนำไปวางจำหน่ายแล้วน่ะค่ะ ตามคำเรียกร้องของลูกค้า โดยเริ่มที่ Agro Outlet ที่สวนเกษตร ม.ขอนแก่น ก่อนน่ะค่ะ 

🍐🍐ท่านที่เป็นแฟนบัตเตอร์นัท ห้ามพลาดน่ะค่ะ เพราะมีจำนวนจำกัด หมดเร็วมากเลยค่ะ 

🌿🌿 ส่วนแฟน #ผักเคล ที่สอบถามกันเข้ามาตลอด รออีกหน่อยน่ะค่ะ ช่วงนี้อากาศร้อนมากผักโตช้าค่ะ คาดว่าประมาณกลางเดือนนี้น่ะค่ะ จะรีบแจ้งให้ทราบอีกทีน่ะค่ะ 😀😀","2019-04-04T04:45:59+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.267647113847097/356371951641279/?type=3","191874941424315_356371991641275",NA,39,2,4
"5","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🍈🍈 #เมล่อนอินทรีย์ ลูกเริ่มโตแล้วค่ะ อายุประมาณ 15 วัน (นับจากผสมดอก) บางลูกเริ่มแตกลายกันแล้ว 

🍈🍈 crop นี้ปลูกฤดูร้อน เลยเจอมดคันไฟเยอะมากๆ คาบเพลี้ยอ่อนมาที่ใบหลายต้น เพลี้ยไฟก็เจอหลายต้นเช่นกัน ต้องต่อสู้ด้วยวิถีอินทรีย์ทั้งน้ำหมักสมุนไพรและชีวภัณฑ์อย่างหนัก ถ้าสามารถผ่านพ้นไปได้คาดว่าจะสามารถได้ชิมกันประมาณต้นถึงกลางพฤษภาคมนี้น่ะค่ะ

🍈🍈 ช่วยเป็นกำลังใจให้กันหน่อยน่ะค่ะ 😅😅","2019-03-31T15:28:06+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/354844155127392/?type=3","191874941424315_354845025127305",NA,23,2,1
"6","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🎉🎉 #ฟักทองบัตเตอร์นัทสควอช (Butternut Squash) พร้อมเก็บแล้วน่ะค่ะ

🍐🍐 #ลักษณะทั่วไป:  เป็นฟักที่มีรูปร่างคล้ายน้ำเต้า รสชาติคล้ายฟักทอง มีเนื้อแน่นสีเหลืองส้ม รสชาติอมหวานมันคล้ายถั่ว ใช้ประกอบอาหารแทนฟักทองได้ทั้งคาวและหวาน #โดยไม่ต้องปอกเปลือก

🍐🍐 #ประโยชน์: 
         👍อุดมไปด้วยสารต้านอนุมูลอิสระซึ่งได้แก่ ไฟโตเคมิคอล (phytochemical) และ แอลฟาแคโรทีนที่สามารถยับยั้งการพัฒนาของเซลล์มะเร็งโดยเฉพาะมะเร็งปากมดลูก และป้องกันไม่ให้ปอดทำหน้าที่ลดลงเมื่อเรามีอายุมากขึ้น

          👍 อัดแน่นไปด้วยวิตามินเอ วิตามินซี วิตามินบี-6 แคลเซียม เหล็ก และแมกนีเซียม มีเบต้าแคโรทีนเช่นเดียวกับฟักทอง 

         👍 มีแคลลอรีและไขมันต่ำ จึงเหมาะสำหรับผู้ที่กำลังลดน้ำหนัก 

         👍 ช่วยทำให้ผิวพรรณดี ช่วยฟื้นฟูสภาพผิว บำรุงสายตา และลดคอเลสตอรอล

🍐🍐 #การปลูกของไร่รักออร์แกนิค

         💐 ปลูกแบบอินทรีย์แท้ 100% โดยได้มาตรฐานรับรอง “Organic Thailand”

         💐 บำรุงด้วย ฮอร์โมนนม และ ไข่ เพื่อเพิ่มคุณค่าทางอาหารและมีเนื้อที่แน่นอร่อย 

         💐 เสริมด้วย ฮอร์โมนถั่วเหลือง และ น้ำมะพร้าวอ่อน เพื่อเพิ่มสีของเนื้อให้สวยสดใสและเก็บได้นานกว่าปกติ

🍐🍐 #เมนูอาหารแนะนำ

         🍲 ฟักบัตเตอร์นัทสามารถนำไปประกอบอาหารได้หลากหลายมาก และยังเหมาะสำหรับทำเป็นเมนูอาหารให้กับเด็กที่มีอายุตั้งแต่ 6 เดือนขึ้นไปทานได้ เช่น ซุปฟักทองบัตเตอร์นัท

        🍲 เมนูอื่นๆเช่น ขนมบวดฟักทอง, แกงฟักทอง, ผัดฟักทอง, ฟักทองอบหรือแม้แต่นำบัตเตอร์นัทดิบๆไปทำน้ำสกัดเย็นฟักบัตเตอร์นัทร่วมกับผลไม้อื่นๆเช่นเมล่อน สับปะรด หรือแอปเปิลเขียว เป็นต้น

         🍲 ตัวอย่างเมนู #ฟักบัตเตอร์นัทอบน้ำผึ้ง ที่เป็นที่นิยมเพราะอร่อยมาก 

#ส่วนผสม :
ฟักทองบัตเตอร์นัท 500 กรัม
น้ำผึ้ง 5 ช้อนโต๊ะหรือตามชอบ
เมล็ดทานตะวัน 2 ช้อนโต๊ะ
น้ำมันมะกอก 2 ช้อนโต๊ะ
เกลือป่น เล็กน้อย

#วิธีทำ :
1) ผ่าครึ่งฟักทองบัตเตอร์นัทมาตามแนวยาว คว้านเมล็ดออกล้างน้ำสะอาด
2) นำมาจัดวางเรียงในถาดราดน้ำมันมะกอกบนผิวฟักทองบัตเตอร์นัท และนำเข้าเตาอบที่อุณหภูมิ 200 องศาเซลเซียส ใช้เวลาประมาณ 25 นาทีหรือจนกระทั่งฟักทองเริ่มนิ่ม
3) นำออกมาราดด้วยน้ำผึ้งและเกลือป่นเล็กน้อย รวมทั้งเมล็ดทานตะวันให้ทั่วแล้วทำการอบต่ออีกครั้งประมาณ 10 นาทีหรือจนกระทั่งเมล็ดทานตะวันส่งกลิ่นหอม จึงนำออกจากเตาอบปล่อยให้เย็น

4) จัดเสิร์ฟโดยนำใส่จานและราดน้ำผึ้งที่เหลือ พร้อมรับประทาน

🍐🍐 ท่านที่อยากทานฟักทองบัตเตอร์นัทที่มีประโยชน์ต่อสุขภาพและมีความปลอดภัยตามมาตรฐาน ""Organic Thailand"" สามารถสอบถามได้ทางช่องทางต่อไปนี้ค่ะ

#Facebook: www.facebook.com/Rairakorganic
#Inbox: m.me/Rairakorganic
#โทร: 098-848-6988
#LineID: @RaiRakOrganic (มีสัญลักษณ์ @ ด้วยน่ะค่ะ)

⭐️⭐️ ราคาฟักทองบัตเตอร์นัท กก.ละ 120 บาท มีค่าส่งดังนี้ค่ะ
          🎁🎁 1 กก. ค่าส่งในภาคเดียวกัน 85 บาท นอกภาค 100 บาท
      
          🎁🎁 2-4 กก. ค่าส่งในภาคเดียวกัน 115 บาท นอกภาค 130 บาท","2019-03-22T16:12:31+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/351126872165787/?type=3","191874941424315_351127232165751",NA,33,2,3
"7","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🍌🍌 #กล้วยน้ำว้าปลูกแบบอินทรีย์ มีวางจำหน่ายแล้วที่ #AgroOutlet สวนเกษตรม.ขอนแก่นน่ะค่ะ 

🍌🍌 ท่านที่ชอบทานกล้วยลูกใหญ่อ้วน หวานอร่อย ไปอุดหนุนกันได้เลยน่ะค่ะ  🌞🌞","2019-03-19T05:30:34+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.267647113847097/349724432306031/?type=3","191874941424315_349724452306029",NA,22,1,1
"8","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🍈🍈 และแล้วก็ถึงเวลาผสมดอก #เมล่อนอินทรีย์ แล้ว เริ่มจากเมล่อนสายพันธุ์ญี่ปุ่นแท้ #อิชิบะโคจิ (Ichiba Kouji) ตามมาด้วย #นิวฮารุกิ (New Haruki) และ #เจพีออร์เรนจ์ (JP Orange) จากนี้ก็นับไปอีกกว่า 50 วัน ก็จะได้ลิ้มลองเมล่อนอินทรียแท้ จาก #ไร่รักออร์แกนิค ก้นแล้วน่ะค่ะ 😄😄","2019-03-17T16:07:44+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/349109075700900/?type=3","191874941424315_349110139034127",NA,29,0,0
"9","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🥬🥬 #ผักสลัดอินทรีย์ พร้อมเก็บแล้วน่ะค่ะ ถึงแม้ว่าปลูกในช่วงฤดูร้อน(ร้อนมากๆ) จะได้ผักต้นไม่ใหญ่มากเท่ากับปลูกในฤดูหนาว แต่รับประกันว่าผักจาก #ไร่รักออร์แกนิค จะ #กรอบอร่อยมาก และที่สำคัญคือ #ไม่ขม เลยค่ะ 

🥬🥬 ผักสลัดรอบนี้จะมี #กรีนโอ๊ค #เรดโอ๊ค #กรีนคอส #เบบี้คอส #บัตเตอร์เฮด และ #ฟิลเลย์ไอซ์เบิร์ก ค่ะ 

🥬🥬 ราคาผักสลัด กก.ละ 170 บาท (สามารถสั่งเป็นสลัดรวมหรือเลือกได้ค่ะ) จะมีค่าส่งนอกพื้นที่จ.ขอนแก่น 130 บาทต่อกก. ถ้าสั่ง 2-3 กก. จะมีค่าส่ง 170 บาท ส่งโดย SCG Express ค่ะ

💐💐 ท่านที่อยากทานผักสลัดอินทรีย์ที่ดีต่อสุขภาพ มาตรฐาน ""#OrganicThailand"" สามารถสอบถามได้ทางช่องทางต่อไปนี้ค่ะ

#Facebook: www.facebook.com/Rairakorganic
#Inbox: m.me/Rairakorganic
#โทร: 098-848-6988
#LineID: @RaiRakOrganic (มีสัญลักษณ์ @ ด้วยน่ะค่ะ)","2019-03-11T16:12:55+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.194283811183428/346833732595101/?type=3","191874941424315_346835765928231",NA,39,0,5
"10","191874941424315","Rairakorganic-ผัก ผลไม้อินทรีย์","🍈🍈  #เมล่อนอินทรีย์ เริ่มโตแล้วน่ะค่ะ ถ้าสามารถฝ่าฟันอุปสรรค์จากโรคและแมลงไปได้โดยเฉพาะเพลี้ยไฟที่ชอบมาช่วงฤดูร้อน ก็คาดว่าจะได้ทานกันช่วงปลายเมษาและต้นถึงกลางพค.ค่ะ

🍈🍈 ท่านใดอยากทานเมล่อนอินทรีย์แท้มาตรฐาน #OrganicThailand จะเริ่มเปิดจองเมื่อลูกเริ่มออกค่ะ จะแจ้งให้ทราบกันต่อไปน่ะค่ะ","2019-03-09T03:15:00+0000","photo","https://www.facebook.com/Rairakorganic/photos/a.267647113847097/345841606027647/?type=3","191874941424315_345841702694304",NA,30,0,4
